"PermanentID","latitude","longitude","grupo_espacial","To_keep"
"GF05013171S",19.2822,-99.3681,76,"no"
"GF05013170S",16.1581,-91.3106,77,"no"
"GF05013169S",15.7167,-96.4128,78,"no"
"GF05013167S",-18.1692,-63.5181,79,"no"
"GF05013165S",-17.5814,-66.3442,80,"no"
"GF05013158S",10.8483,-85.6081,81,"no"
"GF05013155S",32.4403,-110.7856,82,"no"
"GF05013150S",22.5431,-83.705,83,"no"
"GF05013149S",-32.7689,-64.9406,84,"no"
"GF05013148S",20.0064,-75.6167,85,"no"
"GF05013135S",-0.5628,-72.1131,86,"no"
"GF05013134S",18.1447,-66.9667,87,"no"
"GF05013132S",18.4044,-64.6603,88,"no"
"GF05013131S",15.375,-61.34,89,"no"
"GF05013130S",16.1856,-61.7447,90,"no"
"GF05013126S",-4.4769,-38.8819,91,"no"
"GF05013125S",-18.0997,-39.8911,92,"no"
"GF05013124S",-8.4558,-39.1928,93,"no"
"GF05013123S",-4.0086,-69.8975,94,"no"
"GF05013122S",-11.6647,-37.4833,95,"no"
"GF05013121S",-22.3978,-44.6706,96,"no"
"GF05013120S",-25.6911,-54.4308,97,"no"
"GF05013113S",-32.6047,-63.9519,98,"no"
"GF05013102S",19.5083,-105.0486,99,"no"
"GF05013092S",4.8669,-75.25,100,"no"
"GF05013090S",-25.1008,-47.9275,101,"no"
"GF05013083S",-23.3167,-45.0836,102,"no"
"GF05013081S",6.705,-75.4667,103,"no"
"GF05013074S",-14.7919,-47.5569,104,"no"
"GF05013068S",-23.9186,-64.9344,105,"no"
"GF05013063S",16.1783,-61.7317,106,"no"
"GF05013060S",19.9583,-89.1725,107,"no"
"GF05013059S",20.1958,-87.4775,108,"no"
"GF05013054S",-28.8781,-66.2608,109,"no"
"GF05013041S",-40.6653,-72.1731,110,"no"
"GF05013040S",-29.9697,-67.0914,111,"no"
"GF05013035S",10.2211,-84.5992,112,"no"
"GF05012993S",11.2842,-74.0114,113,"no"
"GF05012983S",-3.7739,-70.3636,114,"no"
"GF05012966S",-13.5606,-47.4806,115,"no"
"GF05012963S",-4.1231,-69.9481,116,"no"
"GF05012962S",5.0964,-73.79,117,"no"
"GF05012954S",-23.435,-45.2167,118,"no"
"GF05012937S",30.4694,-94.35,119,"no"
"GF05012936S",21.21,-87.1933,120,"no"
"GF05012931S",18.3167,-65.8167,121,"no"
"GF05012928S",5.4356,-60.0881,122,"no"
"GF05012924S",29.735,-82.4417,123,"no"
"GF05012923S",-44.0742,-73.0967,124,"no"
"GF05012922S",-41.0831,-71.5514,125,"no"
"GF05012921S",-54.4794,-67.4475,126,"no"
"GF05001737V",-18.17,-63.52,141,"no"
"GF05001736V",-17.27,-64.38,142,"no"
"GF05001735V",-18.18,-63.58,143,"no"
"GF05001734V",-17.66,-66.42,144,"no"
"GF05001733V",-17.67,-66.75,145,"no"
"GF05001732V",-17.58,-66.34,146,"no"
"GF05001731V",-17,-65.64,147,"no"
"GF05001730V",-16.98,-65.41,148,"no"
"GF05001716V",15.72,-96.41,149,"no"
"GF05001715V",15.68,-96.47,150,"no"
"GF05001714V",15.93,-95.78,151,"no"
"GF05001713V",16.11,-95.32,152,"no"
"GF05001712V",16.6,-95.02,153,"no"
"GF05001711V",16.55,-93.88,154,"no"
"GF05001710V",16.1,-91.69,155,"no"
"GF05001709V",16.25,-90.83,156,"no"
"GF05001708V",16.15,-90.89,157,"no"
"GF05001707V",16.16,-91.31,158,"no"
"GF05001706V",19.29,-99.19,159,"no"
"GF05001705V",19.28,-99.37,160,"no"
"GF05001703V",19,-99.1,161,"no"
"GF05001548V",18.32,-65.82,162,"no"
"GF05001532V",-15.52,-47.53,163,"no"
"GF05001531V",-13.64,-47.48,164,"no"
"GF05001530V",-14.15,-47.82,165,"no"
"GF05001529V",-15.81,-48.85,166,"no"
"GF05001520V",-51.63,-59.54,167,"no"
"GF05001519V",-54.26,-36.5,168,"no"
"GF05001513V",24.4,-99.92,169,"no"
"GF05001512V",24.52,-99.98,170,"no"
"GF05001511V",24.75,-100.03,171,"no"
"GF05001510V",25.35,-101.03,172,"no"
"GF05001509V",24.73,-100.11,173,"no"
"GF05001508V",25.25,-100.93,174,"no"
"GF05001507V",25.25,-100.85,175,"no"
"GF05001506V",25.25,-100.91,176,"no"
"GF05001505V",24.02,-100.25,177,"no"
"GF05001504V",25.22,-100.39,178,"no"
"GF05001440V",20.2,-87.48,179,"no"
"GF05001439V",19.96,-89.17,180,"no"
"GF05001438V",20.86,-90.15,181,"no"
"GF05001437V",20.94,-90.37,182,"no"
"GF05001427V",9.86,-82.95,183,"no"
"GF05001426V",10.22,-84.6,184,"no"
"GF05001425V",9.56,-83.71,185,"no"
"GF05001411V",-27.22,-65.63,186,"no"
"GF05001410V",-26.77,-65.33,187,"no"
"GF05001409V",-23.92,-64.93,188,"no"
"GF05001408V",-27.32,-65.91,189,"no"
"GF05001397V",-30.21,-67.31,190,"no"
"GF05001396V",-30.21,-67.29,191,"no"
"GF05001395V",-30.65,-65.6,192,"no"
"GF05001394V",-30.63,-65.59,193,"no"
"GF05001393V",-30.12,-66.63,194,"no"
"GF05001392V",-30.9,-65.01,195,"no"
"GF05001358V",4.94,-52.3,196,"no"
"GF05001356V",26.04,-80.11,197,"no"
"GF05001335V",-40.67,-72.17,198,"no"
"GF05001334V",3.32,-76.62,199,"no"
"GF05001333V",3.91,-77.35,200,"no"
"GF05001332V",3.29,-76.63,201,"no"
"GF05001331V",6.73,-75.49,202,"no"
"GF05001288V",-54.8,-68.38,203,"no"
"GF05001287V",-54.69,-68.13,204,"no"
"GF05001286V",-54.71,-68.12,205,"no"
"GF05001285V",-54.85,-68.58,206,"no"
"GF05001284V",-54.81,-68.48,207,"no"
"GF05001283V",-41.26,-71.29,208,"no"
"GF05001282V",-49.38,-72.88,209,"no"
"GF05001281V",-49.26,-72.95,210,"no"
"GF05001280V",-50.45,-72.78,211,"no"
"GF05001279V",-49.07,-72.87,212,"no"
"GF05001278V",-49.2,-72.96,213,"no"
"GF05001277V",-41.04,-71.8,214,"no"
"GF05001276V",-41.1,-71.55,215,"no"
"GF05001275V",-41.09,-71.55,216,"no"
"GF05001274V",4.57,-52.19,217,"no"
"GF05001273V",4.55,-52.21,218,"no"
"GF05001272V",4.56,-52.2,219,"no"
"GF05001252V",26.94,-81.34,220,"no"
"GF05001194V",22.2,-102.6,221,"no"
"GF05001193V",17.17,-96.64,222,"no"
"GF05001192V",19.17,-97.3,223,"no"
"GF05001185V",8.76,-82.27,224,"no"
"GF05001184V",8.76,-82.24,225,"no"
"GF05001183V",8.75,-82.24,226,"no"
"GF05001182V",8.66,-82.22,227,"no"
"GF05001181V",8.68,-82.21,228,"no"
"GF05001180V",8.49,-82.43,229,"no"
"GF05001179V",8.76,-82.22,230,"no"
"GF05001081V",25.51,-80.5,231,"no"
"GF05001008V",9.49,-75.42,232,"no"
"GF05001007V",9.49,-75.46,233,"no"
"GF05001006V",8.27,-75.2,234,"no"
"GF05001005V",8.28,-75.12,235,"no"
"GF05001004V",8.28,-75.13,236,"no"
"GF05001003V",13.33,-59.63,237,"no"
"GF05000967V",10.5,-84.69,238,"no"
"GF05000965V",8.64,-83.72,239,"no"
"GF05000927V",-3.83,-73.32,240,"no"
"GF05000862V",-37.79,-73,241,"no"
"GF05000829V",-40.2,-73.43,242,"no"
"GF05000828V",-37.79,-73.02,243,"no"
"GF05000827V",-37.82,-73.01,244,"no"
"GF05000826V",-40.78,-72.2,245,"no"
"GF05000804V",-44.83,-71.73,246,"no"
"GF05000802V",-54.48,-67.45,247,"no"
"GF05000801V",-54.49,-67.44,248,"no"
"GF05000799V",-54.46,-67.52,249,"no"
"GF05000798V",-54.47,-67.52,250,"no"
"GF05000797V",-42.78,-71.47,251,"no"
"GF05000796V",-42.78,-71.46,252,"no"
"GF05000795V",-41.25,-71.28,253,"no"
"GF05000794V",-41.23,-71.78,254,"no"
"GF05000793V",-41.2,-71.82,255,"no"
"GF05000792V",-40.14,-71.47,256,"no"
"GF05000791V",-40.12,-71.44,257,"no"
"GF05000790V",-40.13,-71.46,258,"no"
"GF05000789V",-40.13,-71.68,259,"no"
"GF05000788V",-40.13,-71.67,260,"no"
"GF05000787V",-40.13,-71.66,261,"no"
"GF05000785V",-41.35,-71.58,262,"no"
"GF05000784V",-41.43,-71.61,263,"no"
"GF05000783V",-41.08,-71.55,264,"no"
"GF05000782V",-41.15,-71.37,265,"no"
"GF05000781V",-44.07,-73.1,266,"no"
"GF05000780V",29.74,-82.44,267,"no"
"GF05000779V",29.75,-82.22,268,"no"
"GF05000769V",5.31,-59.92,269,"no"
"GF05000768V",5.28,-59.92,270,"no"
"GF05000767V",5.3,-59.91,271,"no"
"GF05000766V",5.31,-59.93,272,"no"
"GF05000765V",5.43,-60.08,273,"no"
"GF05000764V",5.44,-60.09,274,"no"
"GF05000763V",5.44,-60.08,275,"no"
"GF05000757V",18.32,-65.73,276,"no"
"GF05000746V",21.21,-87.19,277,"no"
"GF05000710V",20.83,-103.85,278,"no"
"GF05000709V",20.81,-103.86,279,"no"
"GF05000708V",19.62,-101.33,280,"no"
"GF05000707V",19.28,-99.36,281,"no"
"GF05000706V",19.27,-98.04,282,"no"
"GF05000705V",19.85,-97.22,283,"no"
"GF05000704V",19.78,-97.1,284,"no"
"GF05000703V",20.09,-89.55,285,"no"
"GF05000702V",16.09,-91.68,286,"no"
"GF05000701V",16.11,-91.68,287,"no"
"GF05000700V",18.58,-95.08,288,"no"
"GF05000699V",16.81,-91.11,289,"no"
"GF05000698V",19.39,-97.7,290,"no"
"GF05000698S",30.2937652,-90.33640411,291,"no"
"GF05000697V",19.05,-99.31,292,"no"
"GF05000696V",17.62,-92.47,293,"no"
"GF05000695V",18.23,-89.8,294,"no"
"GF05000694V",17.64,-96.38,295,"no"
"GF05000694S",30.29374068,-90.33719859,296,"no"
"GF05000693V",20.96,-98.68,297,"no"
"GF05000692V",16.88,-93.45,298,"no"
"GF05000691V",15.91,-97.08,299,"no"
"GF05000690V",19.13,-98.66,300,"no"
"GF05000689V",17.39,-96.46,301,"no"
"GF05000688V",17.39,-96.45,302,"no"
"GF05000687V",20.48,-98.67,303,"no"
"GF05000686V",19.51,-105.05,304,"no"
"GF05000685V",20.64,-98.6,305,"no"
"GF05000684V",20.16,-98.55,306,"no"
"GF05000683V",18.16,-97.3,307,"no"
"GF05000682V",17.34,-96.47,308,"no"
"GF05000681V",15.8,-96.11,309,"no"
"GF05000680V",16.88,-93.46,310,"no"
"GF05000677V",19.68,-96.85,311,"no"
"GF05000677S",30.23715949,-89.62406663,312,"no"
"GF05000676V",19.67,-100.29,313,"no"
"GF05000674S",30.23680961,-89.62407804,314,"no"
"GF05000656S",29.2508898,-90.66601292,315,"no"
"GF05000635S",29.25304324,-90.66293811,316,"no"
"GF05000614S",30.33418381,-90.03334425,317,"no"
"GF05000593S",30.26216262,-89.95675534,318,"no"
"GF05000572S",30.06187101,-89.86539471,319,"no"
"GF05000551S",29.77876886,-90.13077854,320,"no"
"GF05000506V",14.78,-91,321,"no"
"GF05000505V",14.52,-90.88,322,"no"
"GF05000504V",14.09,-90.62,323,"no"
"GF05000503V",14.05,-90.48,324,"no"
"GF05000502V",13.91,-90.42,325,"no"
"GF05000501V",14.4,-90.47,326,"no"
"GF05000500V",20.26,-87.39,327,"no"
"GF05000499V",20.75,-88.47,328,"no"
"GF05000498V",20.68,-88.57,329,"no"
"GF05000497V",19.08,-91.06,330,"no"
"GF05000496V",19.77,-90.55,331,"no"
"GF05000495V",20.86,-90.14,332,"no"
"GF05000478V",-25.69,-54.43,333,"no"
"GF05000477V",-25.24,-53.96,334,"no"
"GF05000476V",-25.16,-53.84,335,"no"
"GF05000475V",-25.08,-53.19,336,"no"
"GF05000474V",-25.47,-50.4,337,"no"
"GF05000473V",-25.47,-49.7,338,"no"
"GF05000472V",-25.67,-48.45,339,"no"
"GF05000471V",-25.37,-48.87,340,"no"
"GF05000470V",-24.6,-47.88,341,"no"
"GF05000469V",-24.25,-46.92,342,"no"
"GF05000468V",-22.39,-44.76,343,"no"
"GF05000467V",-22.36,-44.74,344,"no"
"GF05000466V",-22.4,-44.67,345,"no"
"GF05000465V",-22.6,-43.56,346,"no"
"GF05000464V",-22.64,-42.47,347,"no"
"GF05000463V",-22.1,-41.44,348,"no"
"GF05000462V",-22.13,-41.35,349,"no"
"GF05000461V",-22.09,-41.45,350,"no"
"GF05000460V",-21.79,-41.44,351,"no"
"GF05000459V",-21.2,-41.29,352,"no"
"GF05000458V",-20.69,-40.73,353,"no"
"GF05000457V",-19.66,-39.89,354,"no"
"GF05000456V",-19,-40.01,355,"no"
"GF05000455V",-18.1,-39.89,356,"no"
"GF05000454V",-16.99,-39.57,357,"no"
"GF05000453V",-15.88,-39.53,358,"no"
"GF05000452V",-14.43,-39.05,359,"no"
"GF05000451V",-14.16,-39,360,"no"
"GF05000450V",-13.69,-39.06,361,"no"
"GF05000449V",-12.8,-39.2,362,"no"
"GF05000448V",-11.77,-37.73,363,"no"
"GF05000447V",-11.66,-37.48,364,"no"
"GF05000446V",-11.48,-37.48,365,"no"
"GF05000445V",-10.97,-37.26,366,"no"
"GF05000444V",-10.65,-36.87,367,"no"
"GF05000443V",-10.69,-36.84,368,"no"
"GF05000442V",-10.63,-36.76,369,"no"
"GF05000441V",-10.62,-36.71,370,"no"
"GF05000440V",-10.79,-36.91,371,"no"
"GF05000439V",-10.76,-36.97,372,"no"
"GF05000438V",-10.95,-37.15,373,"no"
"GF05000437V",-10.8,-37.29,374,"no"
"GF05000436V",-10.59,-37.49,375,"no"
"GF05000435V",-9.88,-38.05,376,"no"
"GF05000434V",-8.74,-38.47,377,"no"
"GF05000433V",-8.68,-38.81,378,"no"
"GF05000432V",-8.46,-39.19,379,"no"
"GF05000431V",-7.31,-38.93,380,"no"
"GF05000430V",-5.64,-38.99,381,"no"
"GF05000429V",-4.89,-39.05,382,"no"
"GF05000428V",-4.48,-38.88,383,"no"
"GF05000427V",-4.41,-38.91,384,"no"
"GF05000426V",-3.98,-38.63,385,"no"
"GF05000418V",16.04,-61.64,386,"no"
"GF05000417V",16.19,-61.74,387,"no"
"GF05000416V",16.31,-61.8,388,"no"
"GF05000415V",15.5,-61.26,389,"no"
"GF05000414V",15.38,-61.34,390,"no"
"GF05000413V",15.26,-61.34,391,"no"
"GF05000412V",15.35,-61.32,392,"no"
"GF05000411V",15.58,-61.47,393,"no"
"GF05000410V",18.45,-64.53,394,"no"
"GF05000409V",18.4,-64.66,395,"no"
"GF05000408V",18.39,-64.71,396,"no"
"GF05000407V",18.14,-66.97,397,"no"
"GF05000406V",17.94,-66.95,398,"no"
"GF05000405V",18.18,-66.49,399,"no"
"GF05000404V",18.13,-66.07,400,"no"
"GF05000403V",18.31,-65.75,401,"no"
"GF05000402V",18.45,-65.91,402,"no"
"GF05000401V",30.28,-94.54,403,"no"
"GF05000399V",30.36,-94.1,404,"no"
"GF05000398V",30.33,-94.64,405,"no"
"GF05000397V",30.31,-93.73,406,"no"
"GF05000396V",29.57,-94.39,407,"no"
"GF05000395V",29.68,-94.63,408,"no"
"GF05000392S",20.18254,-87.51699,409,"no"
"GF05000388S",20.27455,-87.48593,410,"no"
"GF05000384S",20.49968,-87.26145,411,"no"
"GF05000380S",20.51291,-87.24703,412,"no"
"GF05000307V",20.02,-75.78,413,"no"
"GF05000306V",19.98,-75.84,414,"no"
"GF05000305V",20.01,-75.64,415,"no"
"GF05000304V",20.01,-75.62,416,"no"
"GF05000303V",20.84,-76.13,417,"no"
"GF05000302V",20.78,-76.3,418,"no"
"GF05000301V",20.35,-76.55,419,"no"
"GF05000300V",20.2,-76.45,420,"no"
"GF05000299V",20.17,-76.51,421,"no"
"GF05000298V",21.51,-77.04,422,"no"
"GF05000297V",22.35,-78.83,423,"no"
"GF05000296V",22.3,-79.22,424,"no"
"GF05000295V",22.16,-80.82,425,"no"
"GF05000294V",22.28,-81.19,426,"no"
"GF05000293V",22.43,-81.15,427,"no"
"GF05000292V",22.6,-81.32,428,"no"
"GF05000291V",22.75,-83.38,429,"no"
"GF05000290V",22.65,-83.71,430,"no"
"GF05000289V",22.54,-83.71,431,"no"
"GF05000288V",22.12,-83.97,432,"no"
"GF05000268V",32.64,-108.34,433,"no"
"GF05000267V",32.95,-108.21,434,"no"
"GF05000266V",32.88,-108.22,435,"no"
"GF05000265V",32.44,-110.79,436,"no"
"GF05000264V",32.44,-110.76,437,"no"
"GF05000213V",11.23,-73.83,438,"no"
"GF05000212V",11.28,-74.01,439,"no"
"GF05000211V",11.26,-73.7,440,"no"
"GF05000210V",11.25,-73.67,441,"no"
"GF05000209V",11.26,-73.6,442,"no"
"GF05000208V",12.21,-72.18,443,"no"
"GF05000207V",11.37,-73.12,444,"no"
"GF05000206V",11.31,-73.93,445,"no"
"GF05000097V",-2.58,-60.03,446,"no"
"GF05000096V",-2.57,-60.02,447,"no"
"GF05000095V",-2.59,-60.03,448,"no"
"GF05000094V",-54.99,-67.68,449,"no"
"GF05000093V",-53.69,-70.98,450,"no"
"GF05000092V",-33.36,-70.29,451,"no"
"GF05000091V",-2.57,-60.32,452,"no"
"GF05000090V",-2.56,-60.32,453,"no"
"GF05000088V",-2.56,-60.33,454,"no"
"GF05000085V",-3.04,-60.77,455,"no"
"GF05000084V",-3.08,-60.78,456,"no"
"GF05000083V",-3.09,-60.84,457,"no"
"GF05000082V",-1.97,-61.49,458,"no"
"GF05000081V",-1.96,-61.44,459,"no"
"GF05000080V",-1.94,-61.45,460,"no"
"GF05000079V",-1.93,-61.45,461,"no"
"GF05000078V",-1.91,-61.46,462,"no"
"GF05000077V",-1.9,-61.46,463,"no"
"GF05000076V",-1.74,-51.39,464,"no"
"GF05000073V",-1.77,-51.42,465,"no"
"GF05000072V",-1.77,-51.43,466,"no"
"GF05000071V",-1.78,-51.43,467,"no"
"GF05000070V",-1.74,-51.46,468,"no"
"GF05000067V",-1.72,-51.45,469,"no"
"GF05000065V",-1.74,-51.44,470,"no"
"GF05000064V",-4.35,-70.03,471,"no"
"GF05000063V",-4.35,-70.02,472,"no"
"GF05000062V",-4.34,-70.01,473,"no"
"GF05000061V",-4.43,-70.08,474,"no"
"GF05000060V",-4.42,-70.06,475,"no"
"GF05000059V",-4.43,-70.07,476,"no"
"GF05000058V",-4.32,-70,477,"no"
"GF05000056V",-4.33,-70.01,478,"no"
"GF05000055V",6.75,-75.48,479,"no"
"GF05000054V",6.5,-75.55,480,"no"
"GF05000053V",5.89,-74.85,481,"no"
"GF05000052V",11.18,-74.24,482,"no"
"GF05000051V",-3.99,-69.9,483,"no"
"GF05000050V",-4,-69.89,484,"no"
"GF05000049V",-4.05,-69.99,485,"no"
"GF05000048V",-4,-69.9,486,"no"
"GF05000047V",-4.01,-69.9,487,"no"
"GF05000045V",5.72,-73.47,488,"no"
"GF05000044V",5.72,-73.43,489,"no"
"GF05000043V",4.88,-75.18,490,"no"
"GF05000042V",4.88,-75.19,491,"no"
"GF05000041V",6.26,-75.5,492,"no"
"GF05000040V",6.15,-75.44,493,"no"
"GF05000039V",4.92,-75.27,494,"no"
"GF05000038V",4.88,-75.17,495,"no"
"GF05000036V",5.77,-73.43,496,"no"
"GF05000035V",-0.6,-72.41,497,"no"
"GF05000034V",-0.62,-72.4,498,"no"
"GF05000032V",-0.64,-72.07,499,"no"
"GF05000031V",-0.63,-72.09,500,"no"
"GF05000030V",-0.56,-72.11,501,"no"
"GF05000028V",6.7,-75.47,502,"no"
"GF05000027V",6.71,-75.47,503,"no"
"GF05000026V",6.75,-75.49,504,"no"
"GF05000025V",4.87,-75.13,505,"no"
"GF05000024V",4.87,-75.17,506,"no"
"GF05000023V",4.87,-75.25,507,"no"
"GF05000014V",-0.93,-71.61,508,"no"
"GF05000011V",-0.64,-72.08,509,"no"
"GF05000010V",-0.63,-72.39,510,"no"
"GF05000009V",-0.63,-72.4,511,"no"
"GF05000008V",-0.64,-72.4,512,"no"
"GF04017850S",-40.1333333,-71.5,513,"no"
"GF04007512S",-16.378279,-71.541562,514,"no"
"GF04007511S",-16.372398,-71.541019,515,"no"
"GF04007510S",-16.409991,-71.548939,516,"no"
"GF04007509S",-16.4269722,-71.673333,517,"no"
"GF04007508S",-16.365158,-71.535685,518,"no"
"GF04007507S",-16.368054,-71.592793,519,"no"
"GF04007506S",-16.456254,-71.593083,520,"no"
"GF04007505S",-16.401524,-71.605654,521,"no"
"GF04007504S",-16.356661,-71.558701,522,"no"
"GF04007503S",-16.332262,-71.53447,523,"no"
"GF04007502S",-16.412333,-71.640875,524,"no"
"GF04007501S",-16.427321,-71.631538,525,"no"
"GF04007428S",-4.32071666,-70.00263333,526,"no"
"GF04007427S",-3.07933333,-60.77676667,527,"no"
"GF04007426S",-1.73676666,-51.46168333,528,"no"
"GF04007425S",-4.32608333,-70.00603333,529,"no"
"GF04007424S",-4.42538333,-70.07126667,530,"no"
"GF04007423S",-1.95511666,-61.44468333,531,"no"
"GF04007422S",-4.42648333,-70.07526667,532,"no"
"GF04007421S",-1.7403,-51.44491667,533,"no"
"GF04007420S",-1.71751666,-51.45273333,534,"no"
"GF04007419S",-1.78038333,-51.42853333,535,"no"
"GF04007417S",-1.74335,-51.3872,536,"no"
"GF04007416S",-4.33586666,-70.01043333,537,"no"
"GF04007415S",-2.55518333,-60.31978333,538,"no"
"GF04007414S",-1.93945,-61.44631667,539,"no"
"GF04007413S",-1.46143333,-61.46143333,540,"no"
"GF04007411S",-1.73941666,-51.45631667,541,"no"
"GF04007410S",-3.08725,-60.84361667,542,"no"
"GF04007409S",-1.926,-61.4529,543,"no"
"GF04007405S",-4.34593333,-70.02085,544,"no"
"GF04007404S",-1.7245,-51.45428333,545,"no"
"GF04007403S",-1.96526666,-61.48538333,546,"no"
"GF04007402S",-2.55621666,-60.32216667,547,"no"
"GF04007398S",-2.56315,-60.32613333,548,"no"
"GF04007397S",-1.91293333,-61.46016667,549,"no"
"GF04007395S",-2.56035,-60.32283333,550,"no"
"GF04007389S",-2.55666666,-60.32081667,551,"no"
"GF04007385S",-2.58758333,-60.03291667,552,"no"
"GF04007384S",-2.566,-60.32075,553,"no"
"GF04007382S",-4.35276666,-70.02735,554,"no"
"GF04007380S",-1.73831666,-51.4586,555,"no"
"GF04007377S",-4.32335,-70.00291667,556,"no"
"GF04007376S",-4.42538333,-70.05903333,557,"no"
"GF04007373S",-1.7747,-51.41778333,558,"no"
"GF04007358S",-1.77133333,-51.41043333,559,"no"
"GF04007354S",-2.58156666,-60.03063333,560,"no"
"GF04007351S",29.710387,-81.992363,561,"no"
"GF04007330S",29.697549,-81.98174,562,"no"
"GF04004612S",4.197168,-52.151563,563,"no"
"GF04004611S",4.214539,-52.121489,564,"no"
"GF04004610S",5.06893,-53.056313,565,"no"
"GF04004609S",4.096155027,-52.683682,566,"no"
