plot_id;tokeep_NEF;alternative_plot_id;site_id;site_name;habitat;habitat_simple;project;seq_run;fg_soil_project;latitude;longitude;altitude;eDNA_sequence_data_available;phys_chem_data_available;phys_chem_patches_analyzed;clay;silt;sand;pH;TN;OC;CN;AP
BUG-1537;no;BUG_1537;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.169.611.931;-5.264.384.842;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1538;no;BUG_1538;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.169.611.931;-5.264.384.842;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1539;no;BUG_1539;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.169.611.931;-5.264.384.842;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1540;no;BUG_1540;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.169.611.931;-5.264.384.842;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1541;no;BUG_1541;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.169.611.931;-5.264.384.842;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1542;no;BUG_1542;URB_KOU;Kourou;Schoolyard;Urban Area;BUG;BUG;yes;5.169.611.931;-5.264.384.842;8;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1543;no;BUG_1543;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1544;no;BUG_1544;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1545;no;BUG_1545;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1546;no;BUG_1546;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1547;no;BUG_1547;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1548;no;BUG_1548;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1549;no;BUG_1549;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1550;no;BUG_1550;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1551;no;BUG_1551;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1552;no;BUG_1552;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1553;no;BUG_1553;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1554;no;BUG_1554;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1555;no;BUG_1555;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1556;no;BUG_1556;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1557;no;BUG_1557;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1558;no;BUG_1558;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1559;no;BUG_1559;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1560;no;BUG_1560;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1561;no;BUG_1561;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1562;no;BUG_1562;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1563;no;BUG_1563;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1564;no;BUG_1564;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1565;no;BUG_1565;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1566;no;BUG_1566;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1567;no;BUG_1567;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1568;no;BUG_1568;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1569;no;BUG_1569;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1570;no;BUG_1570;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1571;no;BUG_1571;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1572;no;BUG_1572;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1573;no;BUG_1573;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1574;no;BUG_1574;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1575;no;BUG_1575;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1576;no;BUG_1576;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1577;no;BUG_1577;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1578;no;BUG_1578;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1579;no;BUG_1579;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1580;no;BUG_1580;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1581;no;BUG_1581;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1582;no;BUG_1582;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1583;no;BUG_1583;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1584;no;BUG_1584;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1585;no;BUG_1585;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1586;no;BUG_1586;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1587;no;BUG_1587;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1588;no;BUG_1588;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1589;no;BUG_1589;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1590;no;BUG_1590;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1591;no;BUG_1591;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1592;no;BUG_1592;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1593;no;BUG_1593;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1594;no;BUG_1594;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1595;no;BUG_1595;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1596;no;BUG_1596;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1597;no;BUG_1597;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1598;no;BUG_1598;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1599;no;BUG_1599;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1600;no;BUG_1600;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1601;no;BUG_1601;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1602;no;BUG_1602;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1603;no;BUG_1603;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.908.268.452;-5.228.676.987;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1604;no;BUG_1604;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1605;no;BUG_1605;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1606;no;BUG_1606;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1607;no;BUG_1607;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1608;no;BUG_1608;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1609;no;BUG_1609;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1610;no;BUG_1610;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1611;no;BUG_1611;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1612;no;BUG_1612;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1613;no;BUG_1613;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1614;no;BUG_1614;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1615;no;BUG_1615;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1616;no;BUG_1616;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1617;no;BUG_1617;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1618;no;BUG_1618;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1619;no;BUG_1619;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1620;no;BUG_1620;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1621;no;BUG_1621;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1622;no;BUG_1622;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1623;no;BUG_1623;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1624;no;BUG_1624;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1625;no;BUG_1625;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1626;no;BUG_1626;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1627;no;BUG_1627;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1628;no;BUG_1628;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;4.916.100.025;-5.227.059.937;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1629;no;BUG_1629;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1630;no;BUG_1630;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1631;no;BUG_1631;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1632;no;BUG_1632;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1633;no;BUG_1633;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1634;no;BUG_1634;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1635;no;BUG_1635;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1636;no;BUG_1636;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1637;no;BUG_1637;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1638;no;BUG_1638;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1639;no;BUG_1639;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1640;no;BUG_1640;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1641;no;BUG_1641;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1642;no;BUG_1642;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1643;no;BUG_1643;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1644;no;BUG_1644;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1645;no;BUG_1645;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1646;no;BUG_1646;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1647;no;BUG_1647;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1648;no;BUG_1648;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1649;no;BUG_1649;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1650;no;BUG_1650;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1651;no;BUG_1651;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1652;no;BUG_1652;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1653;no;BUG_1653;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1654;no;BUG_1654;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1655;no;BUG_1655;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1656;no;BUG_1656;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1657;no;BUG_1657;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1658;no;BUG_1658;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1659;no;BUG_1659;URB_REM;Remire-Montjoly;Schoolyard;Urban Area;BUG;BUG;yes;487.399.292;-5.232.939.148;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1660;no;BUG_1660;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1661;no;BUG_1661;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1662;no;BUG_1662;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1663;no;BUG_1663;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1664;no;BUG_1664;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1665;no;BUG_1665;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1666;no;BUG_1666;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1667;no;BUG_1667;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1668;no;BUG_1668;URB_CAY;Cayenne;Schoolyard;Urban Area;BUG;BUG;yes;4.917.542.934;-5.230.904.007;15;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
