PermanentID,location,morrone_biogeoregions_Region,morrone_biogeoregions_Dominio,morrone_biogeoregions_Provincias,climenv_holdridge_class,“”,biogeoregions_Provincias,ND,algal_parasite,animal_endosymbiont,animal_parasite,arbuscular_mycorrhizal,arthropod-associated,dung_saprotroph,ectomycorrhizal,epiphyte,ericoid_mycorrhizal,foliar_endophyte,lichen_parasite,lichenized,litter_saprotroph,moss_symbiont,mycoparasite,nectar/tap_saprotroph,plant_pathogen,pollen_saprotroph,protistan_parasite,root_endophyte,soil_saprotroph,sooty_mold,unspecified,unspecified_pathotroph,unspecified_saprotroph,unspecified_symbiotroph,wood_saprotroph,sample_type,Sum,Count,% ECM per sample,% ECM per sample_OK,,, Hill_q0, Hill_q1,,,,,,,,,,,,,,,,,,,,
GF05000082V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000082V,Imeri province,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,10,0,0,0,28,0,2,soil,54,6,0,0,,,6,3.819826,,,,,,,,,,,,,,,,,,,,
GF05000083V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000083V,Imeri province,27,0,0,1,0,0,0,0,0,0,1,0,0,3,0,3,0,4,0,0,0,7,0,0,0,15,0,4,soil,65,9,0,0,,,9,5.467502,,,,,,,,,,,,,,,,,,,,
GF05000084V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000084V,Imeri province,17,0,0,1,0,0,0,0,0,1,1,0,0,4,0,2,0,6,0,0,0,7,0,0,0,4,0,5,soil,48,10,0,0,,,10,6.906361,,,,,,,,,,,,,,,,,,,,
GF05000085V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000085V,Imeri province,18,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,9,0,0,0,7,0,0,0,5,0,6,soil,52,8,0,0,,,8,6.002904,,,,,,,,,,,,,,,,,,,,
GF05000086V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000086V,Roraima province,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,soil,50,4,0,0,,,4,2.063144,,,,,,,,,,,,,,,,,,,,
GF05000087V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000087V,Roraima province,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,1,soil,41,4,0,0,,,4,2.42964,,,,,,,,,,,,,,,,,,,,
GF05000088V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000088V,Roraima province,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,1,soil,41,5,0,0,,,5,2.772315,,,,,,,,,,,,,,,,,,,,
GF05000089V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000089V,Roraima province,33,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,10,0,0,0,10,0,5,soil,70,8,0,0,,,8,5.019446,,,,,,,,,,,,,,,,,,,,
GF05000090V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000090V,Roraima province,27,0,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,0,13,0,0,0,1,0,3,soil,57,10,0,0,,,10,4.916649,,,,,,,,,,,,,,,,,,,,
GF05000091V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000091V,Roraima province,39,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,3,0,0,0,6,0,0,0,0,0,2,soil,58,8,0,0,,,8,3.358266,,,,,,,,,,,,,,,,,,,,
GF05000092V,"Chile,Santiago",N/A,N/A,N/A,Steppe|Moist forest,GF05000092V,N/A,81,0,0,3,0,0,4,0,0,1,0,3,0,23,0,2,0,16,1,0,0,29,0,0,0,13,0,9,soil,185,12,0,0,,,12,5.921643,,,,,,,,,,,,,,,,,,,,
GF05000093V,"Chile,Magallanes",N/A,N/A,N/A,Moist forest|Wet forest,GF05000093V,N/A,11,0,0,1,0,0,0,17,0,0,0,0,0,6,0,0,2,1,0,0,0,16,0,0,0,8,0,2,soil,64,9,26.5625,26.5625,,,9,6.232615,,,,,,,,,,,,,,,,,,,,
GF05000094V,"Chile,Cabo de Hornos",N/A,N/A,N/A,Moist forest|Wet forest,GF05000094V,N/A,15,0,0,0,0,0,0,20,0,2,0,0,0,4,0,0,2,0,0,0,0,16,0,0,0,0,0,8,soil,67,7,29.85074627,29.85074627,,,7,5.31013,,,,,,,,,,,,,,,,,,,,
GF05000095V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000095V,Roraima province,57,0,0,1,0,0,0,2,0,1,1,0,0,2,0,1,0,3,0,0,0,1,0,0,0,9,0,1,soil,79,11,2.53164557,2.53164557,,,11,3.080763,,,,,,,,,,,,,,,,,,,,
GF05000096V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000096V,Roraima province,61,0,0,3,2,0,1,0,0,0,0,0,0,2,0,0,1,9,0,0,1,8,0,0,0,22,0,2,soil,112,11,0,0,,,11,4.396099,,,,,,,,,,,,,,,,,,,,
GF05000097V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000097V,Roraima province,54,0,0,1,0,0,0,2,0,1,0,0,0,3,0,1,0,0,0,0,1,12,0,0,0,6,0,0,soil,81,9,2.469135802,2.469135802,,,9,3.242891,,,,,,,,,,,,,,,,,,,,
GF05000206V,"Colombia,Playa Canavale",Neotropical,Pacific,Guajira province,,GF05000206V,Guajira province,49,0,0,3,0,0,0,11,0,4,0,0,0,2,0,2,0,2,0,0,0,4,0,0,0,9,0,1,soil,87,10,12.64367816,12.64367816,,,10,4.619656,,,,,,,,,,,,,,,,,,,,
GF05000207V,"Colombia,Playa de Flamencos",Neotropical,Pacific,Guajira province,Very dry forest|Dry forest,GF05000207V,Guajira province,48,0,0,0,1,0,0,0,0,1,0,0,0,10,0,3,0,5,0,0,0,12,0,0,0,13,0,7,soil,100,9,0,0,,,9,5.131813,,,,,,,,,,,,,,,,,,,,
GF05000208V,"Colombia,Baia de la Vela",Neotropical,Pacific,Guajira province,,GF05000208V,Guajira province,26,0,0,2,0,0,4,0,0,1,0,0,0,9,0,1,0,5,1,0,0,3,0,0,0,4,0,6,soil,62,11,0,0,,,11,6.581742,,,,,,,,,,,,,,,,,,,,
GF05000209V,"Colombia,Marquetalia",Neotropical,Pacific,Guajira province,,GF05000209V,Guajira province,27,0,0,1,0,0,0,16,0,0,0,0,0,3,0,1,0,4,0,0,0,5,3,0,0,9,0,2,soil,71,10,22.53521127,22.53521127,,,10,6.062946,,,,,,,,,,,,,,,,,,,,
GF05000210V,"Colombia,Perico Aquao",Neotropical,Pacific,Guajira province,Dry forest,GF05000210V,Guajira province,52,0,0,4,0,0,0,16,0,4,0,0,0,3,0,2,0,4,0,0,0,4,0,0,0,12,0,4,soil,105,10,15.23809524,15.23809524,,,10,5.376444,,,,,,,,,,,,,,,,,,,,
GF05000211V,"Colombia,Boca don Diego",Neotropical,Pacific,Guajira province,,GF05000211V,Guajira province,51,0,0,2,1,0,0,0,0,2,1,0,0,3,0,1,1,4,0,0,0,2,1,0,0,6,0,3,soil,78,13,0,0,,,13,4.21712,,,,,,,,,,,,,,,,,,,,
GF05000212V,"Colombia,Buritaca",Neotropical,Pacific,Guajira province,Very dry forest|Dry forest,GF05000212V,Guajira province,34,0,0,1,0,0,1,0,0,0,1,0,0,12,0,2,0,11,0,0,0,8,0,0,0,5,0,12,soil,87,10,0,0,,,10,6.046458,,,,,,,,,,,,,,,,,,,,
GF05000213V,"Colombia,La Aquacateria",Neotropical,Pacific,Guajira province,Dry forest,GF05000213V,Guajira province,101,0,0,4,0,0,2,0,0,1,0,0,0,22,0,4,2,23,0,0,0,19,2,0,0,11,0,11,soil,202,12,0,0,,,12,5.438195,,,,,,,,,,,,,,,,,,,,
GF05000264V,"USA,Arizona,Tuscon,Mt Lemmon",N/A,N/A,N/A,,GF05000264V,N/A,24,0,0,2,0,0,0,11,0,1,0,2,0,3,0,2,0,9,0,0,1,24,0,0,0,13,0,7,soil,99,12,11.11111111,11.11111111,,,12,7.678033,,,,,,,,,,,,,,,,,,,,
GF05000265V,"USA,Arizona,Tuscon,Mt Lemmon",N/A,N/A,N/A,,GF05000265V,N/A,19,0,0,1,0,0,0,32,0,0,0,0,1,7,0,0,0,4,1,0,0,24,0,0,0,6,0,8,soil,103,10,31.06796117,31.06796117,,,10,6.186452,,,,,,,,,,,,,,,,,,,,
GF05000266V,"USA,New Mexico,Silver City",N/A,N/A,N/A,,GF05000266V,N/A,16,0,0,0,0,0,0,36,0,1,0,1,0,7,0,2,0,4,0,0,0,28,0,0,0,7,0,7,soil,109,10,33.02752294,33.02752294,,,10,6.088149,,,,,,,,,,,,,,,,,,,,
GF05000267V,"USA,New Mexico,Silver City",N/A,N/A,N/A,,GF05000267V,N/A,10,0,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,4,0,2,soil,40,8,12.5,12.5,,,8,5.102503,,,,,,,,,,,,,,,,,,,,
GF05000268V,"USA,New Mexico,Silver City",N/A,N/A,N/A,,GF05000268V,N/A,30,0,0,1,0,0,2,12,0,0,1,0,0,7,0,1,0,9,0,0,0,13,0,0,0,11,0,3,soil,90,11,13.33333333,13.33333333,,,11,7.015296,,,,,,,,,,,,,,,,,,,,
GF05000288V,"Cuba,Playa Bailen",Neotropical,Antillean,Cuban province,Dry forest,GF05000288V,Cuban province,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,soil,8,4,0,0,,,4,3.746748,,,,,,,,,,,,,,,,,,,,
GF05000289V,"Cuba,Pinar del Rio",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000289V,Cuban province,53,0,0,1,0,0,0,28,0,0,0,0,0,15,0,1,1,4,0,0,0,20,0,0,0,1,0,10,soil,134,10,20.89552239,20.89552239,,,10,5.300166,,,,,,,,,,,,,,,,,,,,
GF05000290V,"Cuba,Vinales",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000290V,Cuban province,31,0,0,0,0,0,2,4,0,0,0,0,0,9,0,1,0,7,0,0,0,3,0,0,0,2,0,6,soil,65,9,6.153846154,6.153846154,,,9,5.35904,,,,,,,,,,,,,,,,,,,,
GF05000291V,"Cuba,La Palma",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000291V,Cuban province,72,0,1,1,0,0,0,21,0,4,0,0,0,11,0,5,0,0,0,0,0,41,1,0,0,8,0,8,soil,173,11,12.13872832,12.13872832,,,11,5.476092,,,,,,,,,,,,,,,,,,,,
GF05000292V,"Cuba,Torsiente",Neotropical,Antillean,Cuban province,Dry forest,GF05000292V,Cuban province,47,0,0,1,0,0,0,2,0,0,1,0,0,5,0,1,1,6,1,0,0,1,0,0,0,4,0,4,soil,74,12,2.702702703,2.702702703,,,12,4.204158,,,,,,,,,,,,,,,,,,,,
GF05000293V,"Cuba,Australia",Neotropical,Antillean,Cuban province,Dry forest,GF05000293V,Cuban province,38,0,0,1,1,0,1,8,0,1,0,1,0,3,0,1,2,2,0,0,0,2,0,0,0,1,0,1,soil,63,14,12.6984127,12.6984127,,,14,4.790574,,,,,,,,,,,,,,,,,,,,
GF05000294V,"Cuba,Playa Larga",Neotropical,Antillean,Cuban province,,GF05000294V,Cuban province,24,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,5,0,0,0,2,0,0,0,5,0,0,soil,63,6,38.0952381,38.0952381,,,6,4.022785,,,,,,,,,,,,,,,,,,,,
GF05000295V,"Cuba,Babiney",Neotropical,Antillean,Cuban province,Dry forest,GF05000295V,Cuban province,99,0,0,1,6,0,4,0,0,5,1,0,0,7,0,0,0,7,0,0,0,2,0,0,0,1,0,6,soil,139,11,0,0,,,11,3.330943,,,,,,,,,,,,,,,,,,,,
GF05000296V,"Cuba,Rancho Querete",Neotropical,Antillean,Cuban province,Dry forest,GF05000296V,Cuban province,22,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,11,0,0,0,0,0,0,0,5,0,2,soil,43,6,0,0,,,6,3.723629,,,,,,,,,,,,,,,,,,,,
GF05000297V,"Cuba,Punta Alegre",Neotropical,Antillean,Cuban province,Dry forest,GF05000297V,Cuban province,18,0,0,1,0,0,0,11,0,0,0,0,0,11,0,1,0,1,0,0,0,1,1,0,0,3,0,2,soil,50,10,22,22,,,10,5.600034,,,,,,,,,,,,,,,,,,,,
GF05000298V,"Cuba,Playa Santa Lucia",Neotropical,Antillean,Cuban province,Dry forest,GF05000298V,Cuban province,12,0,0,2,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,soil,46,6,50,50,,,6,3.824494,,,,,,,,,,,,,,,,,,,,
GF05000299V,"Cuba,Los Horneros",Neotropical,Antillean,Cuban province,Dry forest,GF05000299V,Cuban province,63,0,0,2,0,0,0,1,0,0,0,0,0,6,0,0,0,4,0,0,0,17,0,0,0,3,0,3,soil,99,8,1.01010101,1.01010101,,,8,3.410569,,,,,,,,,,,,,,,,,,,,
GF05000300V,"Cuba,Victorino",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000300V,Cuban province,57,0,0,0,2,0,3,0,0,0,2,0,0,7,0,2,0,7,0,0,0,8,0,0,0,4,0,10,soil,102,10,0,0,,,10,4.865881,,,,,,,,,,,,,,,,,,,,
GF05000301V,"Cuba,Cantillo",Neotropical,Antillean,Cuban province,Dry forest,GF05000301V,Cuban province,52,0,0,1,0,0,0,2,0,1,0,0,0,9,0,0,0,3,0,0,0,11,1,0,0,1,0,6,soil,87,10,2.298850575,2.298850575,,,10,4.040533,,,,,,,,,,,,,,,,,,,,
GF05000302V,"Cuba,Holguin airport",Neotropical,Antillean,Cuban province,Very dry forest|Dry forest,GF05000302V,Cuban province,44,0,0,8,0,0,2,2,0,0,0,0,0,2,0,1,0,8,0,0,0,10,0,0,0,4,0,9,soil,90,10,2.222222222,2.222222222,,,10,5.455885,,,,,,,,,,,,,,,,,,,,
GF05000303V,"Cuba,Las Haticos",Neotropical,Antillean,Cuban province,Dry forest,GF05000303V,Cuban province,51,0,0,0,1,0,0,13,0,0,0,0,0,7,0,0,0,1,0,0,0,1,2,0,0,3,0,2,soil,81,9,16.04938272,16.04938272,,,9,3.539951,,,,,,,,,,,,,,,,,,,,
GF05000304V,"Cuba,Gran Piedra",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000304V,Cuban province,34,0,0,1,0,0,0,22,0,2,0,0,0,6,0,1,1,1,0,0,0,4,0,0,0,2,0,4,soil,78,11,28.20512821,28.20512821,,,11,5.11505,,,,,,,,,,,,,,,,,,,,
GF05000305V,"Cuba,Gran Piedra Botanical Garden",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000305V,Cuban province,27,0,1,0,0,0,0,19,0,0,0,2,0,2,0,4,0,3,0,0,0,18,0,0,0,2,0,2,soil,80,10,23.75,23.75,,,10,5.698576,,,,,,,,,,,,,,,,,,,,
GF05000306V,"Cuba,Antonio Maceo airport",Neotropical,Antillean,Cuban province,Dry forest,GF05000306V,Cuban province,16,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,1,0,1,soil,33,7,3.03030303,3.03030303,,,7,3.9946,,,,,,,,,,,,,,,,,,,,
GF05000307V,"Cuba,Abel Santamaria",Neotropical,Antillean,Cuban province,Dry forest,GF05000307V,Cuban province,35,0,0,0,0,0,0,3,0,1,1,0,0,13,0,0,0,6,0,0,0,8,0,0,0,3,0,8,soil,78,9,3.846153846,3.846153846,,,9,5.392345,,,,,,,,,,,,,,,,,,,,
GF05000377S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000377S,Yucatan Peninsula Province,25,0,0,2,0,0,0,1,0,0,1,0,0,3,0,2,0,8,0,0,0,10,0,0,0,7,0,5,soil,64,10,1.5625,1.5625,,,10,6.349717,,,,,,,,,,,,,,,,,,,,
GF05000378S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000378S,Yucatan Peninsula Province,33,0,0,4,0,0,1,5,0,0,0,0,0,16,0,5,0,12,1,0,0,13,0,0,0,10,0,8,soil,108,11,4.62962963,4.62962963,,,11,7.772206,,,,,,,,,,,,,,,,,,,,
GF05000379S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000379S,Yucatan Peninsula Province,36,0,0,3,0,0,0,3,0,0,0,0,0,5,0,1,0,11,1,0,0,18,0,0,0,10,0,7,soil,95,10,3.157894737,3.157894737,,,10,6.238613,,,,,,,,,,,,,,,,,,,,
GF05000380S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000380S,Yucatan Peninsula Province,29,0,0,3,0,0,0,1,0,0,1,0,0,3,0,3,0,9,0,0,0,14,1,0,0,3,0,7,soil,74,11,1.351351351,1.351351351,,,11,6.396251,,,,,,,,,,,,,,,,,,,,
GF05000381S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000381S,Yucatan Peninsula Province,68,0,0,4,0,0,0,5,0,0,0,0,0,4,0,4,1,6,0,0,0,21,0,0,0,8,0,15,soil,136,10,3.676470588,3.676470588,,,10,5.213493,,,,,,,,,,,,,,,,,,,,
GF05000382S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000382S,Yucatan Peninsula Province,50,0,0,5,0,0,0,6,0,0,0,0,0,7,0,5,0,4,0,0,0,15,0,0,0,11,0,16,soil,119,9,5.042016807,5.042016807,,,9,6.128654,,,,,,,,,,,,,,,,,,,,
GF05000383S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000383S,Yucatan Peninsula Province,95,0,0,8,0,0,2,5,0,0,0,0,0,10,0,5,0,11,0,0,0,22,0,0,0,17,0,16,soil,191,10,2.617801047,2.617801047,,,10,5.5263,,,,,,,,,,,,,,,,,,,,
GF05000384S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000384S,Yucatan Peninsula Province,46,0,0,7,0,0,0,1,0,0,0,0,0,2,0,4,0,6,0,0,0,11,0,0,0,7,0,4,soil,88,9,1.136363636,1.136363636,,,9,4.966635,,,,,,,,,,,,,,,,,,,,
GF05000385S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000385S,Yucatan Peninsula Province,19,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,7,0,0,0,6,2,0,0,4,0,7,soil,50,8,0,0,,,8,5.952059,,,,,,,,,,,,,,,,,,,,
GF05000386S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000386S,Yucatan Peninsula Province,20,0,0,2,0,0,1,3,0,0,0,0,0,3,0,1,0,5,0,0,0,8,0,0,0,5,0,3,soil,51,10,5.882352941,5.882352941,,,10,6.6473,,,,,,,,,,,,,,,,,,,,
GF05000387S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000387S,Yucatan Peninsula Province,58,0,0,4,0,0,1,5,0,0,0,0,0,4,0,0,0,12,0,0,0,10,0,0,0,12,0,6,soil,112,9,4.464285714,4.464285714,,,9,5.007033,,,,,,,,,,,,,,,,,,,,
GF05000388S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000388S,Yucatan Peninsula Province,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,0,0,8,0,0,0,4,0,4,soil,50,7,0,0,,,7,4.570751,,,,,,,,,,,,,,,,,,,,
GF05000389S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000389S,Yucatan Peninsula Province,16,0,0,1,0,0,0,2,0,0,1,0,0,2,0,1,0,3,0,0,0,6,0,0,0,4,0,3,soil,39,10,5.128205128,5.128205128,,,10,6.476244,,,,,,,,,,,,,,,,,,,,
GF05000390S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000390S,Yucatan Peninsula Province,35,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,10,0,0,0,11,0,6,soil,85,8,0,0,,,8,5.824065,,,,,,,,,,,,,,,,,,,,
GF05000391S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000391S,Yucatan Peninsula Province,54,0,0,5,0,0,0,14,0,0,1,0,0,8,0,3,0,4,0,0,1,16,2,0,0,17,0,8,soil,133,12,10.52631579,10.52631579,,,12,6.751204,,,,,,,,,,,,,,,,,,,,
GF05000392S,Quintana Roo,Neotropical,Mesoamerican,Yucatan Peninsula Province,Dry forest,GF05000392S,Yucatan Peninsula Province,50,0,0,5,0,0,1,2,0,0,3,0,0,5,0,6,0,7,0,0,0,9,0,0,0,8,0,6,soil,102,11,1.960784314,1.960784314,,,11,6.063692,,,,,,,,,,,,,,,,,,,,
GF05000395V,"USA,Texas,Double Bayou",N/A,N/A,N/A,Dry forest|Moist forest,GF05000395V,N/A,30,0,0,0,0,0,0,18,0,1,0,0,0,3,0,2,0,0,0,0,0,12,0,0,0,0,0,5,soil,71,7,25.35211268,25.35211268,,,7,4.452713,,,,,,,,,,,,,,,,,,,,
GF05000396V,"USA,Texas,Mary Edna Park",N/A,N/A,N/A,Dry forest|Moist forest,GF05000396V,N/A,22,0,0,1,0,0,0,54,0,0,0,0,0,5,0,1,0,4,0,0,0,10,0,0,0,1,0,3,soil,101,9,53.46534653,53.46534653,,,9,4.112007,,,,,,,,,,,,,,,,,,,,
GF05000397V,"USA,Louisiana,Deweyville",N/A,N/A,N/A,,GF05000397V,N/A,22,0,0,2,0,0,0,56,0,0,0,0,0,4,0,1,0,6,0,0,1,5,0,0,0,1,0,1,soil,99,10,56.56565657,56.56565657,,,10,3.940721,,,,,,,,,,,,,,,,,,,,
GF05000398V,"USA,Louisiana,Stark",N/A,N/A,N/A,,GF05000398V,N/A,36,0,0,0,0,0,0,35,0,0,0,0,0,6,0,3,0,4,0,0,0,17,0,0,0,2,0,4,soil,107,8,32.71028037,32.71028037,,,8,4.983732,,,,,,,,,,,,,,,,,,,,
GF05000399V,"USA,Texas,Evadale",N/A,N/A,N/A,,GF05000399V,N/A,31,0,0,1,0,0,0,65,0,0,0,0,0,5,0,2,0,3,0,0,1,10,0,0,0,0,0,0,soil,118,8,55.08474576,55.08474576,,,8,3.546903,,,,,,,,,,,,,,,,,,,,
GF05000400V,"USA,Texas,Big Thicket",N/A,N/A,N/A,,GF05000400V,N/A,36,0,0,0,0,0,0,49,0,0,0,0,0,5,0,3,0,2,1,0,0,19,0,0,0,0,0,7,soil,122,8,40.16393443,40.16393443,,,8,4.521897,,,,,,,,,,,,,,,,,,,,
GF05000401V,"USA,Texas,Saratoga",N/A,N/A,N/A,,GF05000401V,N/A,22,0,0,0,0,0,0,56,0,0,0,0,0,6,0,2,0,2,0,0,0,15,0,0,0,0,0,1,soil,104,7,53.84615385,53.84615385,,,7,3.678132,,,,,,,,,,,,,,,,,,,,
GF05000402V,"Puerto Rico,Vacia Talega",Neotropical,Antillean,Puerto Rico province,,GF05000402V,Puerto Rico province,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,2,0,0,0,4,1,0,0,0,0,1,soil,31,7,48.38709677,48.38709677,,,7,4.30874,,,,,,,,,,,,,,,,,,,,
GF05000403V,"Puerto Rico,Luquillo",Neotropical,Antillean,Puerto Rico province,Moist forest,GF05000403V,Puerto Rico province,41,0,0,1,0,0,0,1,0,1,3,0,0,8,0,1,0,8,1,0,0,11,2,0,0,2,0,7,soil,87,13,1.149425287,1.149425287,,,13,6.073325,,,,,,,,,,,,,,,,,,,,
GF05000404V,"Puerto Rico,Los Pinos",Neotropical,Antillean,Puerto Rico province,Dry forest|Moist forest,GF05000404V,Puerto Rico province,189,0,0,7,2,0,0,6,0,6,3,0,0,27,0,5,1,24,0,0,1,48,2,0,0,3,0,35,soil,359,15,1.671309192,1.671309192,,,15,5.221837,,,,,,,,,,,,,,,,,,,,
GF05000405V,"Puerto Rico,Toro Negro",Neotropical,Antillean,Puerto Rico province,Dry forest|Moist forest,GF05000405V,Puerto Rico province,14,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,0,1,0,1,soil,31,7,19.35483871,19.35483871,,,7,4.498983,,,,,,,,,,,,,,,,,,,,
GF05000406V,"Puerto Rico,Playa Santa",Neotropical,Antillean,Puerto Rico province,Very dry forest|Dry forest,GF05000406V,Puerto Rico province,35,0,0,1,0,0,0,15,0,0,0,0,0,6,0,0,0,1,0,0,0,4,0,0,0,2,0,3,soil,67,8,22.3880597,22.3880597,,,8,4.170512,,,,,,,,,,,,,,,,,,,,
GF05000407V,"Puerto Rico,Maricao",Neotropical,Antillean,Puerto Rico province,Moist forest,GF05000407V,Puerto Rico province,74,0,0,1,0,0,1,9,0,0,0,0,0,9,0,1,0,4,0,0,1,15,0,0,0,1,0,1,soil,117,11,7.692307692,7.692307692,,,11,3.69629,,,,,,,,,,,,,,,,,,,,
GF05000408V,"British Virgin Islands,West End",Neotropical,Antillean,Puerto Rico province,,GF05000408V,Puerto Rico province,26,0,0,0,0,0,0,5,0,0,1,0,0,8,0,1,0,6,0,0,0,5,0,0,0,2,0,7,soil,61,9,8.196721311,8.196721311,,,9,5.831972,,,,,,,,,,,,,,,,,,,,
GF05000409V,"British Virgin Islands,Mt. Sage",Neotropical,Antillean,Puerto Rico province,Dry forest,GF05000409V,Puerto Rico province,80,0,0,2,0,0,2,7,0,1,0,0,0,17,0,1,0,8,0,0,1,22,0,0,0,4,0,9,soil,154,12,4.545454545,4.545454545,,,12,5.090348,,,,,,,,,,,,,,,,,,,,
GF05000410V,"British Virgin Islands,Beef Island",Neotropical,Antillean,Puerto Rico province,Dry forest,GF05000410V,Puerto Rico province,11,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,6,0,0,0,1,1,0,0,4,0,3,soil,42,8,33.33333333,33.33333333,,,8,5.643422,,,,,,,,,,,,,,,,,,,,
GF05000411V,"Dominica,Cabrits NP",Neotropical,Antillean,Lesser Antilles province,,GF05000411V,Lesser Antilles province,46,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,4,0,0,0,9,2,0,0,1,0,1,soil,72,9,8.333333333,8.333333333,,,9,3.63678,,,,,,,,,,,,,,,,,,,,
GF05000412V,"Dominica,Lake Boeri",Neotropical,Antillean,Lesser Antilles province,Dry forest|Moist forest,GF05000412V,Lesser Antilles province,20,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,7,0,0,0,2,0,0,soil,36,8,0,0,,,8,4.099203,,,,,,,,,,,,,,,,,,,,
GF05000413V,"Dominica,Bellevue Chopin",Neotropical,Antillean,Lesser Antilles province,Dry forest|Moist forest,GF05000413V,Lesser Antilles province,49,0,0,1,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,0,0,10,0,0,0,1,0,0,soil,69,8,5.797101449,5.797101449,,,8,2.818447,,,,,,,,,,,,,,,,,,,,
