"","new.ID","PermanentID","sequencing_platform","NEF.dataset"
"1760","NEF_GloFung-its1_617_2019","GF03008195S","Illumina","ITS1"
"1761","NEF_GloFung-its1_288_2019","GF03008194S","Illumina","ITS1"
"1762","NEF_GloFung-its1_610_2019","GF03008193S","Illumina","ITS1"
"1763","NEF_GloFung-its1_611_2019","GF03008192S","Illumina","ITS1"
"1764","NEF_GloFung-its1_614_2019","GF03008191S","Illumina","ITS1"
"1765","NEF_GloFung-its1_615_2019","GF03008190S","Illumina","ITS1"
"1766","NEF_GloFung-its1_617_2019","GF03008189S","Illumina","ITS1"
"1767","NEF_GloFung-its1_617_2019","GF03008188S","Illumina","ITS1"
"1768","NEF_GloFung-its1_612_2019","GF03008187S","Illumina","ITS1"
"1769","NEF_GloFung-its1_615_2019","GF03008186S","Illumina","ITS1"
"1770","NEF_GloFung-its1_615_2019","GF03008185S","Illumina","ITS1"
"1771","NEF_GloFung-its1_612_2019","GF03008184S","Illumina","ITS1"
"1772","NEF_GloFung-its1_612_2019","GF03008183S","Illumina","ITS1"
"1773","NEF_GloFung-its1_611_2019","GF03008182S","Illumina","ITS1"
"1774","NEF_GloFung-its1_614_2019","GF03008181S","Illumina","ITS1"
"1775","NEF_GloFung-its1_614_2019","GF03008180S","Illumina","ITS1"
"1776","NEF_GloFung-its1_617_2019","GF03008179S","Illumina","ITS1"
"1777","NEF_GloFung-its1_618_2019","GF03008178S","Illumina","ITS1"
"1778","NEF_GloFung-its1_612_2019","GF03008177S","Illumina","ITS1"
"1779","NEF_GloFung-its1_615_2019","GF03008176S","Illumina","ITS1"
"1780","NEF_GloFung-its1_609_2019","GF03008175S","Illumina","ITS1"
"1781","NEF_GloFung-its1_610_2019","GF03008174S","Illumina","ITS1"
"1782","NEF_GloFung-its1_614_2019","GF03008173S","Illumina","ITS1"
"1783","NEF_GloFung-its1_609_2019","GF03008172S","Illumina","ITS1"
"1784","NEF_GloFung-its1_617_2019","GF03008171S","Illumina","ITS1"
"1785","NEF_GloFung-its1_614_2019","GF03008170S","Illumina","ITS1"
"1786","NEF_GloFung-its1_614_2019","GF03008169S","Illumina","ITS1"
"1787","NEF_GloFung-its1_613_2019","GF03008168S","Illumina","ITS1"
"1788","NEF_GloFung-its1_612_2019","GF03008167S","Illumina","ITS1"
"1789","NEF_GloFung-its1_614_2019","GF03008166S","Illumina","ITS1"
"1790","NEF_GloFung-its1_611_2019","GF03008165S","Illumina","ITS1"
"1791","NEF_GloFung-its1_288_2019","GF03008164S","Illumina","ITS1"
"1792","NEF_GloFung-its1_611_2019","GF03008163S","Illumina","ITS1"
"1793","NEF_GloFung-its1_613_2019","GF03008162S","Illumina","ITS1"
"1794","NEF_GloFung-its1_610_2019","GF03008161S","Illumina","ITS1"
"1795","NEF_GloFung-its1_613_2019","GF03008160S","Illumina","ITS1"
"1796","NEF_GloFung-its1_617_2019","GF03008159S","Illumina","ITS1"
"1797","NEF_GloFung-its1_614_2019","GF03008158S","Illumina","ITS1"
"1798","NEF_GloFung-its1_617_2019","GF03008157S","Illumina","ITS1"
"1799","NEF_GloFung-its1_613_2019","GF03008156S","Illumina","ITS1"
"1800","NEF_GloFung-its1_612_2019","GF03008155S","Illumina","ITS1"
"1801","NEF_GloFung-its1_611_2019","GF03008154S","Illumina","ITS1"
"1802","NEF_GloFung-its1_616_2019","GF03008153S","Illumina","ITS1"
"1803","NEF_GloFung-its1_612_2019","GF03008152S","Illumina","ITS1"
"1804","NEF_GloFung-its1_613_2019","GF03008151S","Illumina","ITS1"
"1805","NEF_GloFung-its1_616_2019","GF03008150S","Illumina","ITS1"
"1806","NEF_GloFung-its1_611_2019","GF03008149S","Illumina","ITS1"
"1807","NEF_GloFung-its1_610_2019","GF03008148S","Illumina","ITS1"
"1808","NEF_GloFung-its1_615_2019","GF03008147S","Illumina","ITS1"
"1809","NEF_GloFung-its1_609_2019","GF03008146S","Illumina","ITS1"
"1810","NEF_GloFung-its1_611_2019","GF03008145S","Illumina","ITS1"
"1811","NEF_GloFung-its1_616_2019","GF03008144S","Illumina","ITS1"
"1812","NEF_GloFung-its1_614_2019","GF03008143S","Illumina","ITS1"
"1813","NEF_GloFung-its1_617_2019","GF03008142S","Illumina","ITS1"
"1814","NEF_GloFung-its1_288_2019","GF03008141S","Illumina","ITS1"
"1815","NEF_GloFung-its1_614_2019","GF03008140S","Illumina","ITS1"
"1816","NEF_GloFung-its1_617_2019","GF03008139S","Illumina","ITS1"
"1817","NEF_GloFung-its1_615_2019","GF03008138S","Illumina","ITS1"
"1818","NEF_GloFung-its1_613_2019","GF03008137S","Illumina","ITS1"
"1819","NEF_GloFung-its1_288_2019","GF03008136S","Illumina","ITS1"
"1820","NEF_GloFung-its1_288_2019","GF03008135S","Illumina","ITS1"
"1821","NEF_GloFung-its1_288_2019","GF03008134S","Illumina","ITS1"
"1822","NEF_GloFung-its1_613_2019","GF03008133S","Illumina","ITS1"
"1823","NEF_GloFung-its1_614_2019","GF03008132S","Illumina","ITS1"
"1824","NEF_GloFung-its1_613_2019","GF03008131S","Illumina","ITS1"
"1825","NEF_GloFung-its1_616_2019","GF03008130S","Illumina","ITS1"
"1826","NEF_GloFung-its1_611_2019","GF03008129S","Illumina","ITS1"
"1827","NEF_GloFung-its1_614_2019","GF03008128S","Illumina","ITS1"
"1828","NEF_GloFung-its1_614_2019","GF03008127S","Illumina","ITS1"
"1829","NEF_GloFung-its1_288_2019","GF03008126S","Illumina","ITS1"
"1830","NEF_GloFung-its1_613_2019","GF03008125S","Illumina","ITS1"
"1831","NEF_GloFung-its1_618_2019","GF03008124S","Illumina","ITS1"
"1832","NEF_GloFung-its1_615_2019","GF03008123S","Illumina","ITS1"
"1833","NEF_GloFung-its1_616_2019","GF03008122S","Illumina","ITS1"
"1834","NEF_GloFung-its1_611_2019","GF03008121S","Illumina","ITS1"
"1835","NEF_GloFung-its1_615_2019","GF03008120S","Illumina","ITS1"
"1836","NEF_GloFung-its1_616_2019","GF03008119S","Illumina","ITS1"
"1837","NEF_GloFung-its1_615_2019","GF03008118S","Illumina","ITS1"
"1838","NEF_GloFung-its1_615_2019","GF03008117S","Illumina","ITS1"
"1839","NEF_GloFung-its1_288_2019","GF03008116S","Illumina","ITS1"
"1840","NEF_GloFung-its1_617_2019","GF03008115S","Illumina","ITS1"
"1841","NEF_GloFung-its1_615_2019","GF03008114S","Illumina","ITS1"
"1842","NEF_GloFung-its1_615_2019","GF03008113S","Illumina","ITS1"
"1843","NEF_GloFung-its1_615_2019","GF03008112S","Illumina","ITS1"
"1844","NEF_GloFung-its1_613_2019","GF03008111S","Illumina","ITS1"
"1845","NEF_GloFung-its1_613_2019","GF03008110S","Illumina","ITS1"
"1846","NEF_GloFung-its1_612_2019","GF03008109S","Illumina","ITS1"
"1847","NEF_GloFung-its1_288_2019","GF03008108S","Illumina","ITS1"
"1848","NEF_GloFung-its1_612_2019","GF03008107S","Illumina","ITS1"
"1849","NEF_GloFung-its1_288_2019","GF03008106S","Illumina","ITS1"
"1850","NEF_GloFung-its1_617_2019","GF03008105S","Illumina","ITS1"
"1851","NEF_GloFung-its1_609_2019","GF03008104S","Illumina","ITS1"
"1852","NEF_GloFung-its1_609_2019","GF03008103S","Illumina","ITS1"
"1853","NEF_GloFung-its1_615_2019","GF03008102S","Illumina","ITS1"
"1854","NEF_GloFung-its1_617_2019","GF03008101S","Illumina","ITS1"
"1855","NEF_GloFung-its1_613_2019","GF03008100S","Illumina","ITS1"
"1856","NEF_GloFung-its1_617_2019","GF03008099S","Illumina","ITS1"
"1857","NEF_GloFung-its1_288_2019","GF03008098S","Illumina","ITS1"
"1858","NEF_GloFung-its1_614_2019","GF03008097S","Illumina","ITS1"
"1859","NEF_GloFung-its1_616_2019","GF03008096S","Illumina","ITS1"
"1860","NEF_GloFung-its1_611_2019","GF03008095S","Illumina","ITS1"
"1861","NEF_GloFung-its1_615_2019","GF03008094S","Illumina","ITS1"
"1862","NEF_GloFung-its1_617_2019","GF03008093S","Illumina","ITS1"
"1863","NEF_GloFung-its1_614_2019","GF03008092S","Illumina","ITS1"
"1864","NEF_GloFung-its1_617_2019","GF03008091S","Illumina","ITS1"
"1865","NEF_GloFung-its1_611_2019","GF03008090S","Illumina","ITS1"
"1866","NEF_GloFung-its1_616_2019","GF03008089S","Illumina","ITS1"
"1867","NEF_GloFung-its1_617_2019","GF03008088S","Illumina","ITS1"
"1868","NEF_GloFung-its1_288_2019","GF03008087S","Illumina","ITS1"
"1869","NEF_GloFung-its1_612_2019","GF03008086S","Illumina","ITS1"
"1870","NEF_GloFung-its1_288_2019","GF03008085S","Illumina","ITS1"
"1871","NEF_GloFung-its1_617_2019","GF03008084S","Illumina","ITS1"
"1872","NEF_GloFung-its1_616_2019","GF03008083S","Illumina","ITS1"
"1873","NEF_GloFung-its1_610_2019","GF03008082S","Illumina","ITS1"
"1874","NEF_GloFung-its1_610_2019","GF03008081S","Illumina","ITS1"
"1875","NEF_GloFung-its1_610_2019","GF03008080S","Illumina","ITS1"
"1876","NEF_GloFung-its1_614_2019","GF03008079S","Illumina","ITS1"
"1877","NEF_GloFung-its1_615_2019","GF03008078S","Illumina","ITS1"
"1878","NEF_GloFung-its1_616_2019","GF03008077S","Illumina","ITS1"
"1879","NEF_GloFung-its1_616_2019","GF03008076S","Illumina","ITS1"
"1880","NEF_GloFung-its1_616_2019","GF03008075S","Illumina","ITS1"
"1881","NEF_GloFung-its1_614_2019","GF03008074S","Illumina","ITS1"
"1882","NEF_GloFung-its1_615_2019","GF03008073S","Illumina","ITS1"
"1883","NEF_GloFung-its1_616_2019","GF03008072S","Illumina","ITS1"
"1884","NEF_GloFung-its1_617_2019","GF03008071S","Illumina","ITS1"
"1885","NEF_GloFung-its1_614_2019","GF03008070S","Illumina","ITS1"
"1886","NEF_GloFung-its1_614_2019","GF03008069S","Illumina","ITS1"
"1887","NEF_GloFung-its1_617_2019","GF03008068S","Illumina","ITS1"
"1888","NEF_GloFung-its1_612_2019","GF03008067S","Illumina","ITS1"
"1889","NEF_GloFung-its1_616_2019","GF03008066S","Illumina","ITS1"
"1890","NEF_GloFung-its1_612_2019","GF03008065S","Illumina","ITS1"
"1891","NEF_GloFung-its1_611_2019","GF03008064S","Illumina","ITS1"
"1892","NEF_GloFung-its1_609_2019","GF03008063S","Illumina","ITS1"
"1893","NEF_GloFung-its1_615_2019","GF03008062S","Illumina","ITS1"
"1894","NEF_GloFung-its1_614_2019","GF03008061S","Illumina","ITS1"
"1895","NEF_GloFung-its1_614_2019","GF03008060S","Illumina","ITS1"
"1896","NEF_GloFung-its1_617_2019","GF03008059S","Illumina","ITS1"
"1897","NEF_GloFung-its1_611_2019","GF03008058S","Illumina","ITS1"
"1898","NEF_GloFung-its1_611_2019","GF03008057S","Illumina","ITS1"
"1899","NEF_GloFung-its1_612_2019","GF03008056S","Illumina","ITS1"
"1900","NEF_GloFung-its1_616_2019","GF03008055S","Illumina","ITS1"
"1901","NEF_GloFung-its1_609_2019","GF03008054S","Illumina","ITS1"
"1902","NEF_GloFung-its1_612_2019","GF03008053S","Illumina","ITS1"
"1903","NEF_GloFung-its1_610_2019","GF03008052S","Illumina","ITS1"
"1904","NEF_GloFung-its1_616_2019","GF03008051S","Illumina","ITS1"
"1905","NEF_GloFung-its1_616_2019","GF03008050S","Illumina","ITS1"
"1906","NEF_GloFung-its1_609_2019","GF03008049S","Illumina","ITS1"
"1907","NEF_GloFung-its1_612_2019","GF03008048S","Illumina","ITS1"
"1908","NEF_GloFung-its1_616_2019","GF03008047S","Illumina","ITS1"
"1909","NEF_GloFung-its1_616_2019","GF03008046S","Illumina","ITS1"
"1910","NEF_GloFung-its1_616_2019","GF03008045S","Illumina","ITS1"
"1911","NEF_GloFung-its1_288_2019","GF03008044S","Illumina","ITS1"
"1912","NEF_GloFung-its1_611_2019","GF03008043S","Illumina","ITS1"
"1913","NEF_GloFung-its1_616_2019","GF03008042S","Illumina","ITS1"
"1914","NEF_GloFung-its1_612_2019","GF03008041S","Illumina","ITS1"
"1915","NEF_GloFung-its1_610_2019","GF03008040S","Illumina","ITS1"
"1916","NEF_GloFung-its1_613_2019","GF03008039S","Illumina","ITS1"
"1917","NEF_GloFung-its1_616_2019","GF03008038S","Illumina","ITS1"
"1918","NEF_GloFung-its1_617_2019","GF03008037S","Illumina","ITS1"
"1919","NEF_GloFung-its1_616_2019","GF03008036S","Illumina","ITS1"
"1920","NEF_GloFung-its1_615_2019","GF03008035S","Illumina","ITS1"
"1921","NEF_GloFung-its1_612_2019","GF03008034S","Illumina","ITS1"
"1922","NEF_GloFung-its1_609_2019","GF03008033S","Illumina","ITS1"
"1932","NEF_GloFung-its1_622_2019","GF03006842S","Illumina","ITS1"
"1933","NEF_GloFung-its1_622_2019","GF03006841S","Illumina","ITS1"
"1934","NEF_GloFung-its1_622_2019","GF03006840S","Illumina","ITS1"
"1935","NEF_GloFung-its1_622_2019","GF03006839S","Illumina","ITS1"
"1936","NEF_GloFung-its1_622_2019","GF03006838S","Illumina","ITS1"
"1937","NEF_GloFung-its1_622_2019","GF03006837S","Illumina","ITS1"
"1938","NEF_GloFung-its1_622_2019","GF03006836S","Illumina","ITS1"
"1939","NEF_GloFung-its1_622_2019","GF03006835S","Illumina","ITS1"
"1940","NEF_GloFung-its1_622_2019","GF03006834S","Illumina","ITS1"
"1941","NEF_GloFung-its1_622_2019","GF03006833S","Illumina","ITS1"
"1942","NEF_GloFung-its1_622_2019","GF03006832S","Illumina","ITS1"
"1943","NEF_GloFung-its1_622_2019","GF03006831S","Illumina","ITS1"
"1944","NEF_GloFung-its1_622_2019","GF03006830S","Illumina","ITS1"
"1945","NEF_GloFung-its1_622_2019","GF03006829S","Illumina","ITS1"
"1946","NEF_GloFung-its1_622_2019","GF03006828S","Illumina","ITS1"
"1947","NEF_GloFung-its1_622_2019","GF03006827S","Illumina","ITS1"
"1948","NEF_GloFung-its1_622_2019","GF03006826S","Illumina","ITS1"
"1949","NEF_GloFung-its1_622_2019","GF03006825S","Illumina","ITS1"
"1950","NEF_GloFung-its1_623_2016","GF01018336S","Illumina","ITS1"
"1951","NEF_GloFung-its1_624_2016","GF01018335S","Illumina","ITS1"
"1952","NEF_GloFung-its1_625_2016","GF01018334S","Illumina","ITS1"
"1953","NEF_GloFung-its1_624_2016","GF01018333S","Illumina","ITS1"
"1954","NEF_GloFung-its1_626_2016","GF01018332S","Illumina","ITS1"
"1955","NEF_GloFung-its1_627_2016","GF01018331S","Illumina","ITS1"
"1956","NEF_GloFung-its1_628_2016","GF01018330S","Illumina","ITS1"
"1957","NEF_GloFung-its1_625_2016","GF01018329S","Illumina","ITS1"
"1958","NEF_GloFung-its1_629_2016","GF01018328S","Illumina","ITS1"
"1959","NEF_GloFung-its1_624_2016","GF01018327S","Illumina","ITS1"
"1960","NEF_GloFung-its1_626_2016","GF01018326S","Illumina","ITS1"
"1961","NEF_GloFung-its1_623_2016","GF01018325S","Illumina","ITS1"
"1962","NEF_GloFung-its1_630_2016","GF01018324S","Illumina","ITS1"
"1963","NEF_GloFung-its1_624_2016","GF01018323S","Illumina","ITS1"
"1964","NEF_GloFung-its1_624_2016","GF01018322S","Illumina","ITS1"
"1965","NEF_GloFung-its1_630_2016","GF01018321S","Illumina","ITS1"
"1966","NEF_GloFung-its1_623_2016","GF01018320S","Illumina","ITS1"
"1967","NEF_GloFung-its1_630_2016","GF01018319S","Illumina","ITS1"
"1968","NEF_GloFung-its1_629_2016","GF01018318S","Illumina","ITS1"
"1969","NEF_GloFung-its1_629_2016","GF01018317S","Illumina","ITS1"
"1970","NEF_GloFung-its1_625_2016","GF01018316S","Illumina","ITS1"
"1971","NEF_GloFung-its1_625_2016","GF01018315S","Illumina","ITS1"
"1972","NEF_GloFung-its1_626_2016","GF01018314S","Illumina","ITS1"
"1973","NEF_GloFung-its1_624_2016","GF01018313S","Illumina","ITS1"
"1974","NEF_GloFung-its1_627_2016","GF01018312S","Illumina","ITS1"
"1975","NEF_GloFung-its1_629_2016","GF01018311S","Illumina","ITS1"
"1976","NEF_GloFung-its1_626_2016","GF01018310S","Illumina","ITS1"
"1977","NEF_GloFung-its1_627_2016","GF01018309S","Illumina","ITS1"
"1978","NEF_GloFung-its1_623_2016","GF01018308S","Illumina","ITS1"
"1979","NEF_GloFung-its1_624_2016","GF01018307S","Illumina","ITS1"
"1980","NEF_GloFung-its1_625_2016","GF01018306S","Illumina","ITS1"
"1981","NEF_GloFung-its1_628_2016","GF01018305S","Illumina","ITS1"
"1982","NEF_GloFung-its1_625_2016","GF01018304S","Illumina","ITS1"
"1983","NEF_GloFung-its1_626_2016","GF01018303S","Illumina","ITS1"
"1984","NEF_GloFung-its1_630_2016","GF01018302S","Illumina","ITS1"
"1985","NEF_GloFung-its1_630_2016","GF01018301S","Illumina","ITS1"
"1986","NEF_GloFung-its1_627_2016","GF01018300S","Illumina","ITS1"
"1987","NEF_GloFung-its1_629_2016","GF01018299S","Illumina","ITS1"
"1988","NEF_GloFung-its1_629_2016","GF01018298S","Illumina","ITS1"
"1989","NEF_GloFung-its1_630_2016","GF01018297S","Illumina","ITS1"
"1990","NEF_GloFung-its1_625_2016","GF01018296S","Illumina","ITS1"
"1991","NEF_GloFung-its1_628_2016","GF01018295S","Illumina","ITS1"
"1992","NEF_GloFung-its1_630_2016","GF01018294S","Illumina","ITS1"
"1993","NEF_GloFung-its1_627_2016","GF01018293S","Illumina","ITS1"
"1994","NEF_GloFung-its1_624_2016","GF01018292S","Illumina","ITS1"
"1995","NEF_GloFung-its1_630_2016","GF01018291S","Illumina","ITS1"
"1996","NEF_GloFung-its1_625_2016","GF01018290S","Illumina","ITS1"
"1997","NEF_GloFung-its1_629_2016","GF01018289S","Illumina","ITS1"
"1998","NEF_GloFung-its1_626_2016","GF01018288S","Illumina","ITS1"
"1999","NEF_GloFung-its1_623_2016","GF01018287S","Illumina","ITS1"
"2000","NEF_GloFung-its1_626_2016","GF01018286S","Illumina","ITS1"
"2001","NEF_GloFung-its1_628_2016","GF01018285S","Illumina","ITS1"
"2002","NEF_GloFung-its1_625_2016","GF01018284S","Illumina","ITS1"
"2003","NEF_GloFung-its1_630_2016","GF01018283S","Illumina","ITS1"
"2004","NEF_GloFung-its1_628_2016","GF01018282S","Illumina","ITS1"
"2005","NEF_GloFung-its1_623_2016","GF01018281S","Illumina","ITS1"
"2006","NEF_GloFung-its1_623_2016","GF01018280S","Illumina","ITS1"
"2007","NEF_GloFung-its1_630_2016","GF01018279S","Illumina","ITS1"
"2008","NEF_GloFung-its1_630_2016","GF01018278S","Illumina","ITS1"
"2009","NEF_GloFung-its1_628_2016","GF01018277S","Illumina","ITS1"
"2010","NEF_GloFung-its1_626_2016","GF01018276S","Illumina","ITS1"
"2011","NEF_GloFung-its1_629_2016","GF01018275S","Illumina","ITS1"
"2012","NEF_GloFung-its1_624_2016","GF01018274S","Illumina","ITS1"
"2013","NEF_GloFung-its1_627_2016","GF01018273S","Illumina","ITS1"
"2014","NEF_GloFung-its1_628_2016","GF01018272S","Illumina","ITS1"
"2015","NEF_GloFung-its1_624_2016","GF01018271S","Illumina","ITS1"
"2016","NEF_GloFung-its1_627_2016","GF01018270S","Illumina","ITS1"
"2017","NEF_GloFung-its1_624_2016","GF01018269S","Illumina","ITS1"
"2018","NEF_GloFung-its1_629_2016","GF01018268S","Illumina","ITS1"
"2019","NEF_GloFung-its1_623_2016","GF01018267S","Illumina","ITS1"
"2020","NEF_GloFung-its1_626_2016","GF01018266S","Illumina","ITS1"
"2021","NEF_GloFung-its1_627_2016","GF01018265S","Illumina","ITS1"
"2022","NEF_GloFung-its1_623_2016","GF01018264S","Illumina","ITS1"
"2023","NEF_GloFung-its1_624_2016","GF01018263S","Illumina","ITS1"
"2024","NEF_GloFung-its1_626_2016","GF01018262S","Illumina","ITS1"
"2025","NEF_GloFung-its1_624_2016","GF01018261S","Illumina","ITS1"
"2026","NEF_GloFung-its1_627_2016","GF01018260S","Illumina","ITS1"
"2027","NEF_GloFung-its1_630_2016","GF01018259S","Illumina","ITS1"
"2028","NEF_GloFung-its1_627_2016","GF01018258S","Illumina","ITS1"
"2029","NEF_GloFung-its1_629_2016","GF01018257S","Illumina","ITS1"
"2030","NEF_GloFung-its1_630_2016","GF01018256S","Illumina","ITS1"
"2031","NEF_GloFung-its1_623_2016","GF01018255S","Illumina","ITS1"
"2032","NEF_GloFung-its1_624_2016","GF01018254S","Illumina","ITS1"
"2033","NEF_GloFung-its1_627_2016","GF01018253S","Illumina","ITS1"
"2034","NEF_GloFung-its1_627_2016","GF01018252S","Illumina","ITS1"
"2035","NEF_GloFung-its1_629_2016","GF01018251S","Illumina","ITS1"
"2036","NEF_GloFung-its1_630_2016","GF01018250S","Illumina","ITS1"
"2037","NEF_GloFung-its1_626_2016","GF01018249S","Illumina","ITS1"
"2038","NEF_GloFung-its1_628_2016","GF01018248S","Illumina","ITS1"
"2039","NEF_GloFung-its1_628_2016","GF01018247S","Illumina","ITS1"
"2040","NEF_GloFung-its1_623_2016","GF01018246S","Illumina","ITS1"
"2041","NEF_GloFung-its1_626_2016","GF01018245S","Illumina","ITS1"
"2042","NEF_GloFung-its1_628_2016","GF01018244S","Illumina","ITS1"
"2043","NEF_GloFung-its1_623_2016","GF01018243S","Illumina","ITS1"
"2044","NEF_GloFung-its1_626_2016","GF01018242S","Illumina","ITS1"
"2045","NEF_GloFung-its1_626_2016","GF01018241S","Illumina","ITS1"
"2046","NEF_GloFung-its1_629_2016","GF01018240S","Illumina","ITS1"
"2047","NEF_GloFung-its1_623_2016","GF01018239S","Illumina","ITS1"
"2048","NEF_GloFung-its1_629_2016","GF01018238S","Illumina","ITS1"
"2049","NEF_GloFung-its1_629_2016","GF01018237S","Illumina","ITS1"
"2050","NEF_GloFung-its1_623_2016","GF01018236S","Illumina","ITS1"
"2051","NEF_GloFung-its1_627_2016","GF01018235S","Illumina","ITS1"
"2052","NEF_GloFung-its1_628_2016","GF01018234S","Illumina","ITS1"
"2053","NEF_GloFung-its1_629_2016","GF01018233S","Illumina","ITS1"
"2054","NEF_GloFung-its1_627_2016","GF01018232S","Illumina","ITS1"
"2055","NEF_GloFung-its1_623_2016","GF01018231S","Illumina","ITS1"
"2056","NEF_GloFung-its1_628_2016","GF01018230S","Illumina","ITS1"
"2057","NEF_GloFung-its1_626_2016","GF01018229S","Illumina","ITS1"
"2058","NEF_GloFung-its1_630_2016","GF01018228S","Illumina","ITS1"
"2059","NEF_GloFung-its1_624_2016","GF01018227S","Illumina","ITS1"
"2060","NEF_GloFung-its1_624_2016","GF01018226S","Illumina","ITS1"
"2061","NEF_GloFung-its1_630_2016","GF01018225S","Illumina","ITS1"
"2062","NEF_GloFung-its1_628_2016","GF01018224S","Illumina","ITS1"
"2063","NEF_GloFung-its1_629_2016","GF01018223S","Illumina","ITS1"
"2064","NEF_GloFung-its1_623_2016","GF01018222S","Illumina","ITS1"
"2065","NEF_GloFung-its1_626_2016","GF01018221S","Illumina","ITS1"
"2066","NEF_GloFung-its1_627_2016","GF01018220S","Illumina","ITS1"
"2067","NEF_GloFung-its1_628_2016","GF01018219S","Illumina","ITS1"
"2068","NEF_GloFung-its1_628_2016","GF01018218S","Illumina","ITS1"
"2069","NEF_GloFung-its1_628_2016","GF01018217S","Illumina","ITS1"
"2070","NEF_GloFung-its1_627_2016","GF01018216S","Illumina","ITS1"
"2302","NEF_GloFung-its1_651_2017","GF01013587S","454Roche","ITS1"
"2303","NEF_GloFung-its1_651_2017","GF01013586S","454Roche","ITS1"
"2304","NEF_GloFung-its1_651_2017","GF01013585S","454Roche","ITS1"
"2305","NEF_GloFung-its1_651_2017","GF01013584S","454Roche","ITS1"
"2306","NEF_GloFung-its1_651_2017","GF01013583S","454Roche","ITS1"
"2307","NEF_GloFung-its1_651_2017","GF01013582S","454Roche","ITS1"
"2308","NEF_GloFung-its1_651_2017","GF01013581S","454Roche","ITS1"
"2309","NEF_GloFung-its1_651_2017","GF01013580S","454Roche","ITS1"
"2310","NEF_GloFung-its1_651_2017","GF01013579S","454Roche","ITS1"
"2311","NEF_GloFung-its1_651_2017","GF01013578S","454Roche","ITS1"
"2312","NEF_GloFung-its1_651_2017","GF01013577S","454Roche","ITS1"
"2313","NEF_GloFung-its1_651_2017","GF01013576S","454Roche","ITS1"
"2314","NEF_GloFung-its1_651_2017","GF01013575S","454Roche","ITS1"
"2315","NEF_GloFung-its1_651_2017","GF01013574S","454Roche","ITS1"
"2316","NEF_GloFung-its1_651_2017","GF01013573S","454Roche","ITS1"
"2317","NEF_GloFung-its1_651_2017","GF01013572S","454Roche","ITS1"
"2318","NEF_GloFung-its1_651_2017","GF01013571S","454Roche","ITS1"
"2319","NEF_GloFung-its1_651_2017","GF01013570S","454Roche","ITS1"
"2320","NEF_GloFung-its1_651_2017","GF01013569S","454Roche","ITS1"
"2321","NEF_GloFung-its1_651_2017","GF01013568S","454Roche","ITS1"
"2322","NEF_GloFung-its1_651_2017","GF01013567S","454Roche","ITS1"
"2323","NEF_GloFung-its1_651_2017","GF01013566S","454Roche","ITS1"
"2324","NEF_GloFung-its1_651_2017","GF01013565S","454Roche","ITS1"
"2325","NEF_GloFung-its1_651_2017","GF01013564S","454Roche","ITS1"
"2326","NEF_GloFung-its1_651_2017","GF01013563S","454Roche","ITS1"
"2327","NEF_GloFung-its1_651_2017","GF01013562S","454Roche","ITS1"
"2328","NEF_GloFung-its1_651_2017","GF01013561S","454Roche","ITS1"
"2329","NEF_GloFung-its1_651_2017","GF01013560S","454Roche","ITS1"
"2330","NEF_GloFung-its1_651_2017","GF01013559S","454Roche","ITS1"
"2331","NEF_GloFung-its1_651_2017","GF01013558S","454Roche","ITS1"
"2332","NEF_GloFung-its1_651_2017","GF01013557S","454Roche","ITS1"
"2333","NEF_GloFung-its1_651_2017","GF01013556S","454Roche","ITS1"
"2334","NEF_GloFung-its1_651_2017","GF01013555S","454Roche","ITS1"
"2335","NEF_GloFung-its1_651_2017","GF01013554S","454Roche","ITS1"
"2336","NEF_GloFung-its1_651_2017","GF01013553S","454Roche","ITS1"
"2337","NEF_GloFung-its1_651_2017","GF01013552S","454Roche","ITS1"
"2338","NEF_GloFung-its1_651_2017","GF01013551S","454Roche","ITS1"
"2339","NEF_GloFung-its1_651_2017","GF01013550S","454Roche","ITS1"
"2340","NEF_GloFung-its1_651_2017","GF01013549S","454Roche","ITS1"
"2341","NEF_GloFung-its1_651_2017","GF01013548S","454Roche","ITS1"
"2342","NEF_GloFung-its1_651_2017","GF01013547S","454Roche","ITS1"
"2343","NEF_GloFung-its1_651_2017","GF01013546S","454Roche","ITS1"
"2344","NEF_GloFung-its1_651_2017","GF01013545S","454Roche","ITS1"
"2345","NEF_GloFung-its1_651_2017","GF01013544S","454Roche","ITS1"
"2346","NEF_GloFung-its1_651_2017","GF01013543S","454Roche","ITS1"
"2347","NEF_GloFung-its1_651_2017","GF01013542S","454Roche","ITS1"
"2348","NEF_GloFung-its1_651_2017","GF01013541S","454Roche","ITS1"
"2349","NEF_GloFung-its1_651_2017","GF01013540S","454Roche","ITS1"
"2350","NEF_GloFung-its1_651_2017","GF01013539S","454Roche","ITS1"
"2351","NEF_GloFung-its1_651_2017","GF01013538S","454Roche","ITS1"
"2352","NEF_GloFung-its1_651_2017","GF01013537S","454Roche","ITS1"
"2353","NEF_GloFung-its1_651_2017","GF01013536S","454Roche","ITS1"
"2354","NEF_GloFung-its1_651_2017","GF01013535S","454Roche","ITS1"
"2355","NEF_GloFung-its1_651_2017","GF01013534S","454Roche","ITS1"
"2356","NEF_GloFung-its1_651_2017","GF01013533S","454Roche","ITS1"
"2357","NEF_GloFung-its1_651_2017","GF01013532S","454Roche","ITS1"
